"SEQ_ID","CNCI","COME","LncADeep","lncRNAnet","PLEK","RNAmining"
"ENST00000414763.1|ENSG00000186056.10|OTTHUMG00000003706.3|OTTHUMT00000010462.1|MATN1-AS1-202|MATN1-AS1|887|",0,0,1,0,0,0
"ENST00000639839.1|ENSG00000284543.1|OTTHUMG00000191824.1|OTTHUMT00000490477.1|LINC01226-204|LINC01226|554|",0,0,1,0,0,0
"ENST00000640226.1|ENSG00000284543.1|OTTHUMG00000191824.1|OTTHUMT00000490478.1|LINC01226-207|LINC01226|551|",0,0,1,0,0,0
"ENST00000639741.1|ENSG00000284543.1|OTTHUMG00000191824.1|OTTHUMT00000490479.1|LINC01226-203|LINC01226|508|",0,0,1,0,0,0
"ENST00000640157.1|ENSG00000284543.1|OTTHUMG00000191824.1|OTTHUMT00000490480.1|LINC01226-206|LINC01226|574|",1,0,1,1,0,0
"ENST00000515055.1|ENSG00000250135.1|OTTHUMG00000004332.3|OTTHUMT00000012526.3|RP4-622L5.2-001|RP4-622L5.2|667|",0,0,1,1,0,0
"ENST00000622355.1|ENSG00000273637.1|OTTHUMG00000188957.1|OTTHUMT00000478332.1|RP5-864K19.7-001|RP5-864K19.7|2171|",1,0,1,1,1,0
"ENST00000418985.1|ENSG00000228237.5|OTTHUMG00000007993.1|OTTHUMT00000021937.1|EFCAB14-AS1-201|EFCAB14-AS1|491|",0,0,1,0,0,0
"ENST00000422374.1|ENSG00000234810.4|OTTHUMG00000008243.10|OTTHUMT00000022603.1|RP11-90C4.1-003|RP11-90C4.1|4063|",0,0,1,0,1,0
"ENST00000420659.1|ENSG00000229537.7|OTTHUMG00000009147.3|OTTHUMT00000025346.1|LINC01739-202|LINC01739|445|",1,0,1,1,0,0
"ENST00000427547.1|ENSG00000229225.1|OTTHUMG00000013351.1|OTTHUMT00000037178.1|RP11-5P4.3-001|RP11-5P4.3|157|",0,0,1,0,0,0
"ENST00000415780.1|ENSG00000229956.11|OTTHUMG00000009733.12|OTTHUMT00000026645.1|ZRANB2-AS2-203|ZRANB2-AS2|249|",0,0,1,0,0,0
"ENST00000454305.1|ENSG00000288543.1|OTTHUMG00000196002.1|OTTHUMT00000026695.1|RP4-564M11.2-001|RP4-564M11.2|497|",1,0,1,0,0,0
"ENST00000655348.1|ENSG00000236268.6|OTTHUMG00000009770.3|OTTHUMT00000513107.1|LINC01361-203|LINC01361|1561|",0,0,1,0,0,0
"ENST00000452834.5|ENSG00000236268.6|OTTHUMG00000009770.3|OTTHUMT00000026940.1|LINC01361-202|LINC01361|1526|",0,0,1,0,0,0
"ENST00000421931.1|ENSG00000236268.6|OTTHUMG00000009770.3|OTTHUMT00000026939.1|LINC01361-201|LINC01361|1476|",0,0,1,0,0,0
"ENST00000663020.1|ENSG00000226026.6|OTTHUMG00000010849.2|OTTHUMT00000528336.1|RP11-57H12.3-003|RP11-57H12.3|3991|",0,0,1,0,0,0
"ENST00000653267.1|ENSG00000224616.3|OTTHUMG00000040490.5|OTTHUMT00000528557.1|RTCA-AS1-203|RTCA-AS1|3194|",1,1,1,1,0,0
"ENST00000602755.1|ENSG00000270066.3|OTTHUMG00000184013.1|OTTHUMT00000467753.1|RP5-1065J22.7-001|SCARNA2|427|",0,0,1,0,0,0
"ENST00000640695.1|ENSG00000283999.1|OTTHUMG00000191928.2|OTTHUMT00000491189.2|RP11-470L19.7-001|RP11-470L19.7|1186|",0,0,1,0,1,0
"ENST00000428461.1|ENSG00000231437.3|OTTHUMG00000011992.2|OTTHUMT00000033149.1|LINC01750-201|LINC01750|709|",0,0,1,0,0,0
"ENST00000617702.1|ENSG00000226067.7|OTTHUMG00000185016.4|OTTHUMT00000469446.1|LINC00623-204|LINC00623|746|",0,0,1,0,0,0
"ENST00000417218.1|ENSG00000227082.3|OTTHUMG00000188235.4|OTTHUMT00000476715.1|LINC02798-201|LINC02798|3662|",1,0,1,1,1,0
"ENST00000670866.1|ENSG00000227082.3|OTTHUMG00000188235.4|OTTHUMT00000528224.1|LINC02798-206|LINC02798|3695|",0,0,1,0,1,0
"ENST00000668551.1|ENSG00000227082.3|OTTHUMG00000188235.4|OTTHUMT00000528225.1|LINC02798-205|LINC02798|3809|",1,0,1,0,0,0
"ENST00000424684.2|ENSG00000263590.2|OTTHUMG00000041568.3|OTTHUMT00000099630.2|LINC02591-201|LINC02591|5243|",0,0,1,0,0,0
"ENST00000615763.1|ENSG00000277199.1|OTTHUMG00000189067.1|OTTHUMT00000478600.1|LINC01632-201|LINC01632|496|",0,0,1,1,0,0
"ENST00000651151.1|ENSG00000237188.5|OTTHUMG00000185879.6|OTTHUMT00000501779.4|RP11-337C18.10-003|RP11-337C18.10|2506|",1,0,1,1,1,0
"ENST00000650785.1|ENSG00000237188.5|OTTHUMG00000185879.6|OTTHUMT00000501780.1|RP11-337C18.10-004|RP11-337C18.10|2981|",1,0,1,1,1,0
"ENST00000440862.2|ENSG00000274020.4|OTTHUMG00000185296.8|OTTHUMT00000037960.3|LINC01138-202|LINC01138|531|",0,0,1,0,0,1
"ENST00000494138.4|ENSG00000232671.6|OTTHUMG00000012346.8|OTTHUMT00000034396.2|ZNF687-AS1-202|ZNF687-AS1|307|",0,1,1,0,0,0
"ENST00000497086.5|ENSG00000271853.5|OTTHUMG00000185744.1|OTTHUMT00000471130.1|RP1-178F15.5-002|RP1-178F15.5|753|",0,0,1,1,0,0
"ENST00000668003.1|ENSG00000287839.1|OTTHUMG00000194515.1|OTTHUMT00000517740.1|RP11-29H23.8-001|RP11-29H23.8|1259|",0,0,1,0,0,0
"ENST00000630436.2|ENSG00000228863.8|OTTHUMG00000024005.10|OTTHUMT00000479867.1|RP11-404F10.2-006|RP11-404F10.2|1009|",0,0,1,1,0,0
"ENST00000537821.2|ENSG00000273112.1|OTTHUMG00000185955.1|OTTHUMT00000471824.1|RP11-25K21.6-001|RP11-25K21.6|553|",1,0,1,0,0,0
"ENST00000650631.1|ENSG00000285622.1|OTTHUMG00000193426.1|OTTHUMT00000501614.1|RP4-797M17.2-001|RP4-797M17.2|1681|",1,0,1,0,0,0
"ENST00000354921.7|ENSG00000254154.8|OTTHUMG00000035027.25|OTTHUMT00000084770.22|CRYZL2P-SEC16B-201|CRYZL2P-SEC16B|4998|",1,0,1,1,1,0
"ENST00000466953.6|ENSG00000254154.8|OTTHUMG00000035027.25|OTTHUMT00000393728.1|CRYZL2P-SEC16B-203|CRYZL2P-SEC16B|6212|",1,1,1,1,1,0
"ENST00000464428.2|ENSG00000254154.8|OTTHUMG00000035027.25|OTTHUMT00000393729.1|CRYZL2P-SEC16B-202|CRYZL2P-SEC16B|5890|",1,0,1,1,1,0
"ENST00000567150.1|ENSG00000261060.1|OTTHUMG00000176142.2|OTTHUMT00000431563.2|RP11-545A16.4-001|RP11-545A16.4|934|",0,0,1,0,0,0
"ENST00000448412.2|ENSG00000226640.2|OTTHUMG00000035690.2|OTTHUMT00000086762.2|RP11-21J7.1-001|RP11-21J7.1|401|",0,0,1,0,0,0
"ENST00000671234.1|ENSG00000286600.1|OTTHUMG00000193772.1|OTTHUMT00000504605.1|RP11-27G14.5-002|RP11-27G14.5|1196|",1,0,1,1,1,0
"ENST00000503578.5|ENSG00000286600.1|OTTHUMG00000193772.1|OTTHUMT00000504606.1|RP11-27G14.5-001|RP11-27G14.5|582|",1,0,1,1,0,1
"ENST00000656452.1|ENSG00000286619.1|OTTHUMG00000195733.1|OTTHUMT00000528500.1|RP4-681L3.3-019|RP4-681L3.3|1765|",1,0,1,0,0,0
"ENST00000442684.1|ENSG00000243636.1|OTTHUMG00000036253.1|OTTHUMT00000088206.1|RP11-164O23.7-001|RP11-164O23.7|945|",1,0,1,1,0,0
"ENST00000664255.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000475267.2|LINC00467-222|LINC00467|1671|",0,0,1,1,0,0
"ENST00000669618.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000520692.1|LINC00467-226|LINC00467|784|",0,0,1,1,0,0
"ENST00000654699.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000518801.1|LINC00467-208|LINC00467|807|",0,0,1,0,0,0
"ENST00000666134.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000522131.1|LINC00467-224|LINC00467|850|",0,0,1,1,0,0
"ENST00000662409.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000522085.1|LINC00467-218|LINC00467|1115|",0,0,1,1,0,0
"ENST00000660130.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000519978.1|LINC00467-215|LINC00467|819|",0,0,1,0,0,0
"ENST00000670353.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000521507.1|LINC00467-227|LINC00467|881|",0,0,1,0,0,0
"ENST00000663693.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000523513.1|LINC00467-221|LINC00467|1626|",0,0,1,0,0,0
"ENST00000665802.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000523290.1|LINC00467-223|LINC00467|869|",0,0,1,0,0,0
"ENST00000663427.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000526102.1|LINC00467-220|LINC00467|715|",0,0,1,0,0,0
"ENST00000656082.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000518967.1|LINC00467-210|LINC00467|704|",0,0,1,0,0,0
"ENST00000653287.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000525731.1|LINC00467-205|LINC00467|898|",0,0,1,1,0,0
"ENST00000653721.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000519181.1|LINC00467-207|LINC00467|812|",0,0,1,0,0,0
"ENST00000659698.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000522675.1|LINC00467-214|LINC00467|948|",0,0,1,1,1,0
"ENST00000657539.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000518559.1|LINC00467-213|LINC00467|681|",0,0,1,1,0,0
"ENST00000653498.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000521475.1|LINC00467-206|LINC00467|778|",0,0,1,0,0,0
"ENST00000448567.2|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000089832.2|LINC00467-202|LINC00467|478|",0,0,1,1,0,0
"ENST00000660843.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000516687.1|LINC00467-216|LINC00467|758|",0,0,1,1,0,0
"ENST00000654903.1|ENSG00000153363.13|OTTHUMG00000036998.29|OTTHUMT00000519512.1|LINC00467-209|LINC00467|932|",0,0,1,0,0,0
"ENST00000427949.1|ENSG00000235862.2|OTTHUMG00000041085.1|OTTHUMT00000098530.1|RP11-338C15.5-001|RP11-338C15.5|2225|",1,0,1,0,0,0
"ENST00000443207.1|ENSG00000229291.1|OTTHUMG00000041435.1|OTTHUMT00000099245.1|LINC02768-201|LINC02768|190|",0,1,1,0,0,0
"ENST00000450451.1|ENSG00000237250.3|OTTHUMG00000039587.1|OTTHUMT00000095477.1|RP11-193H5.1-001|RP11-193H5.1|3127|",1,0,1,1,1,0
"ENST00000659037.1|ENSG00000286747.1|OTTHUMG00000194728.1|OTTHUMT00000521250.1|RP11-107G24.4-001|RP11-107G24.4|864|",1,0,1,0,0,0
"ENST00000607241.1|ENSG00000271855.1|OTTHUMG00000185545.1|OTTHUMT00000470690.1|RP11-214N9.1-001|RP11-214N9.1|877|",0,0,1,0,0,0
"ENST00000425235.1|ENSG00000233502.1|OTTHUMG00000151705.2|OTTHUMT00000323551.2|AC104794.4-001|AC104794.4|312|",0,0,1,0,0,0
"ENST00000655598.1|ENSG00000228784.9|OTTHUMG00000151773.6|OTTHUMT00000526578.1|LINC00954-208|LINC00954|662|",1,0,1,1,0,1
"ENST00000438414.1|ENSG00000232642.2|OTTHUMG00000151892.2|OTTHUMT00000324296.1|AC008073.7-002|AC008073.7|674|",0,0,1,0,0,0
"ENST00000451291.5|ENSG00000224165.6|OTTHUMG00000151981.3|OTTHUMT00000324698.1|DNAJC27-AS1-207|DNAJC27-AS1|488|",0,0,1,0,0,0
"ENST00000421842.1|ENSG00000224165.6|OTTHUMG00000151981.3|OTTHUMT00000324694.1|DNAJC27-AS1-201|DNAJC27-AS1|255|",0,0,1,0,0,0
"ENST00000505973.1|ENSG00000259080.1|OTTHUMG00000171804.1|OTTHUMT00000415181.1|RP11-158I13.2-001|RP11-158I13.2|1741|",1,1,1,1,0,0
"ENST00000617415.1|ENSG00000276517.1|OTTHUMG00000188158.1|OTTHUMT00000476392.1|AL133243.2-001|AL133243.2|3004|",1,0,1,0,1,0
"ENST00000457097.1|ENSG00000235586.1|OTTHUMG00000153432.1|OTTHUMT00000331178.1|AC011247.3-001|AC011247.3|233|",0,0,1,1,0,0
"ENST00000599740.1|ENSG00000227028.6|OTTHUMG00000152308.5|OTTHUMT00000461544.1|SLC8A1-AS1-215|SLC8A1-AS1|137|",0,0,1,0,0,0
"ENST00000631330.2|ENSG00000227028.6|OTTHUMG00000152308.5|OTTHUMT00000480605.1|SLC8A1-AS1-241|SLC8A1-AS1|200|",0,0,1,0,0,0
"ENST00000626098.2|ENSG00000227028.6|OTTHUMG00000152308.5|OTTHUMT00000480608.1|SLC8A1-AS1-226|SLC8A1-AS1|233|",0,0,1,0,0,0
"ENST00000630006.2|ENSG00000227028.6|OTTHUMG00000152308.5|OTTHUMT00000480609.1|SLC8A1-AS1-235|SLC8A1-AS1|181|",0,0,1,0,0,0
"ENST00000444871.2|ENSG00000259439.2|OTTHUMG00000172199.2|OTTHUMT00000326187.3|LINC01833-204|LINC01833|581|",0,0,1,0,0,0
"ENST00000432241.5|ENSG00000284608.1|OTTHUMG00000192350.2|OTTHUMT00000329728.1|AC018682.8-001|AC018682.8|545|",0,0,1,0,0,0
"ENST00000422294.4|ENSG00000239332.6|OTTHUMG00000153081.4|OTTHUMT00000329426.1|LINC01119-201|LINC01119|409|",0,0,1,0,0,0
"ENST00000462959.2|ENSG00000274769.1|OTTHUMG00000129421.9|OTTHUMT00000325480.1|RP11-493E12.3-001|RP11-493E12.3|1383|",1,1,1,0,1,0
"ENST00000428647.1|ENSG00000232164.1|OTTHUMG00000152809.2|OTTHUMT00000328010.2|LINC01873-201|LINC01873|1679|",0,0,1,1,0,0
"ENST00000419542.4|ENSG00000179818.15|OTTHUMG00000153728.26|OTTHUMT00000329417.2|PCBP1-AS1-214|PCBP1-AS1|3975|",1,0,1,1,0,0
"ENST00000682294.1|ENSG00000179818.15|OTTHUMG00000153728.26|-|PCBP1-AS1-440|PCBP1-AS1|4755|",1,0,1,1,0,0
"ENST00000684630.1|ENSG00000179818.15|OTTHUMG00000153728.26|-|PCBP1-AS1-441|PCBP1-AS1|4136|",1,0,1,1,0,0
"ENST00000630975.3|ENSG00000179818.15|OTTHUMG00000153728.26|OTTHUMT00000480953.1|PCBP1-AS1-367|PCBP1-AS1|4088|",1,0,1,1,0,0
"ENST00000648819.1|ENSG00000285793.1|OTTHUMG00000193336.1|OTTHUMT00000500786.1|ANAPC1P2-202|ANAPC1P2|2217|",1,0,1,1,1,0
"ENST00000642451.1|ENSG00000222041.11|OTTHUMG00000130273.15|OTTHUMT00000330387.4|CYTOR-216|CYTOR|7512|",0,1,1,1,1,0
"ENST00000643276.1|ENSG00000284879.1|OTTHUMG00000192459.1|OTTHUMT00000494282.1|RP13-511M20.1-001|RP13-511M20.1|2638|",1,0,1,1,1,0
"ENST00000646855.1|ENSG00000284879.1|OTTHUMG00000192459.1|OTTHUMT00000494283.1|RP13-511M20.1-002|RP13-511M20.1|3525|",1,0,1,1,1,0
"ENST00000609751.2|ENSG00000230606.11|OTTHUMG00000152989.12|OTTHUMT00000472718.1|AC159540.1-016|AC159540.1|671|",0,0,1,0,0,0
"ENST00000454928.5|ENSG00000283684.1|OTTHUMG00000153222.3|OTTHUMT00000330195.2|AC013271.5-001|AC013271.5|1959|",1,0,1,1,0,0
"ENST00000568189.5|ENSG00000282304.1|OTTHUMG00000176121.4|OTTHUMT00000487951.1|RP11-1223D19.3-001|RP11-1223D19.3|735|",1,0,1,0,0,0
"ENST00000566951.5|ENSG00000282304.1|OTTHUMG00000176121.4|OTTHUMT00000431539.1|RP11-1223D19.3-002|RP11-1223D19.3|533|",0,0,1,1,0,0
"ENST00000562613.2|ENSG00000282304.1|OTTHUMG00000176121.4|OTTHUMT00000431540.1|RP11-1223D19.3-003|RP11-1223D19.3|552|",0,0,1,1,0,0
"ENST00000488671.1|ENSG00000273471.1|OTTHUMG00000186050.1|OTTHUMT00000472131.1|RP13-1039J1.4-001|RP13-1039J1.4|1528|",1,0,1,1,0,0
"ENST00000577914.1|ENSG00000265451.1|OTTHUMG00000179705.1|OTTHUMT00000447741.1|CLASP1-AS1-201|CLASP1-AS1|682|",0,0,1,0,0,0
"ENST00000651019.1|ENSG00000286145.2|OTTHUMG00000193094.2|OTTHUMT00000500125.1|RP11-314L11.1-001|RP11-314L11.1|1386|",0,0,1,1,0,0
"ENST00000440931.1|ENSG00000286026.1|OTTHUMG00000193443.1|OTTHUMT00000331879.1|RP11-315H12.2-001|RP11-315H12.2|187|",0,0,1,1,0,1
"ENST00000648578.1|ENSG00000285819.1|OTTHUMG00000193338.1|OTTHUMT00000500791.1|RP11-316I2.2-001|RP11-316I2.2|1285|",0,0,1,0,0,0
"ENST00000641806.1|ENSG00000284604.1|OTTHUMG00000192333.1|OTTHUMT00000493564.1|RP11-109E12.9-001|RP11-109E12.9|335|",1,0,1,1,0,0
"ENST00000666411.1|ENSG00000287151.1|OTTHUMG00000193774.2|OTTHUMT00000504678.1|C2orf27A-206|C2orf27A|2119|",1,0,1,0,1,0
"ENST00000437330.1|ENSG00000229203.1|OTTHUMG00000153714.1|OTTHUMT00000332207.1|AC103564.7-001|AC103564.7|562|",1,0,1,1,0,0
"ENST00000666693.1|ENSG00000286833.1|OTTHUMG00000195814.1|OTTHUMT00000528888.1|RP11-725P16.3-001|RP11-725P16.3|1369|",1,0,1,0,0,0
"ENST00000660827.1|ENSG00000226674.11|OTTHUMG00000153701.105|OTTHUMT00000506831.1|TEX41-336|TEX41|776|",0,0,1,1,0,0
"ENST00000449714.1|ENSG00000231969.2|OTTHUMG00000153745.4|OTTHUMT00000332308.1|MMADHC-DT-201|MMADHC-DT|1022|",0,0,1,0,0,0
"ENST00000485635.1|ENSG00000285155.1|OTTHUMG00000192421.1|OTTHUMT00000494016.1|RP11-813C7.1-001|RP11-813C7.1|1560|",1,0,1,1,1,0
"ENST00000505579.1|ENSG00000251621.1|OTTHUMG00000153887.3|OTTHUMT00000332844.3|AC009487.5-001|AC009487.5|560|",0,0,1,1,0,0
"ENST00000657632.1|ENSG00000232555.2|OTTHUMG00000154230.5|OTTHUMT00000521985.1|AC104088.1-003|AC104088.1|409|",0,0,1,0,0,0
"ENST00000624790.1|ENSG00000280414.1|OTTHUMG00000187125.1|OTTHUMT00000474458.1|RP11-572N21.1-001|RP11-572N21.1|3129|",0,0,1,1,1,0
"ENST00000455416.1|ENSG00000229337.2|OTTHUMG00000154102.2|OTTHUMT00000333896.1|AC079305.8-001|AC079305.8|218|",0,0,1,0,0,0
"ENST00000604692.1|ENSG00000270956.1|OTTHUMG00000185185.1|OTTHUMT00000469760.1|RP11-65L3.4-001|RP11-65L3.4|675|",0,0,1,0,0,0
"ENST00000674692.1|ENSG00000228509.6|OTTHUMG00000154512.1|-|AC006460.2-007|AC006460.2|2523|",0,0,1,0,0,0
"ENST00000413911.1|ENSG00000235852.1|OTTHUMG00000154511.1|OTTHUMT00000335622.1|AC005540.3-001|AC005540.3|919|",0,0,1,1,0,0
"ENST00000502600.5|ENSG00000284084.1|OTTHUMG00000191899.1|OTTHUMT00000491077.1|AOX3P-AOX2P-202|AOX3P-AOX2P|563|",0,0,1,0,0,0
"ENST00000447111.1|ENSG00000231903.1|OTTHUMG00000154582.1|OTTHUMT00000336165.1|AC079354.5-001|AC079354.5|311|",0,0,1,1,0,0
"ENST00000412951.1|ENSG00000230695.1|OTTHUMG00000154840.1|OTTHUMT00000337330.1|AC012462.1-001|AC012462.1|131|",0,0,1,0,0,0
"ENST00000637275.1|ENSG00000283164.1|OTTHUMG00000191615.1|OTTHUMT00000488847.1|RP11-499P1.2-001|RP11-499P1.2|504|",1,0,1,0,0,0
"ENST00000454416.1|ENSG00000224376.1|OTTHUMG00000153881.1|OTTHUMT00000332831.1|AC017104.6-002|AC017104.6|466|",1,1,1,0,0,0
"ENST00000663367.1|ENSG00000286399.1|OTTHUMG00000195235.1|OTTHUMT00000525489.1|RP11-793L24.2-001|RP11-793L24.2|303|",0,0,1,0,0,0
"ENST00000623215.1|ENSG00000279809.1|OTTHUMG00000059127.2|OTTHUMT00000131003.2|AC005538.3-002|AC005538.3|1864|",1,0,1,1,1,0
"ENST00000456601.1|ENSG00000225057.2|OTTHUMG00000133338.5|OTTHUMT00000328366.2|AC096574.4-001|AC096574.4|2509|",1,0,1,1,1,0
"ENST00000437438.1|ENSG00000215023.2|OTTHUMG00000151472.1|OTTHUMT00000322791.1|AC114730.5-001|AC114730.5|739|",0,0,1,0,0,0
"ENST00000424349.1|ENSG00000225733.6|OTTHUMG00000155555.3|OTTHUMT00000340625.1|FGD5-AS1-202|FGD5-AS1|3792|",0,0,1,0,1,0
"ENST00000655923.1|ENSG00000225733.6|OTTHUMG00000155555.3|OTTHUMT00000527920.1|FGD5-AS1-206|FGD5-AS1|3818|",0,0,1,0,1,0
"ENST00000665738.1|ENSG00000225733.6|OTTHUMG00000155555.3|OTTHUMT00000527922.1|FGD5-AS1-209|FGD5-AS1|3754|",0,0,1,0,1,0
"ENST00000665449.1|ENSG00000225733.6|OTTHUMG00000155555.3|OTTHUMT00000527921.1|FGD5-AS1-208|FGD5-AS1|3770|",0,0,1,0,1,0
"ENST00000661022.1|ENSG00000225733.6|OTTHUMG00000155555.3|OTTHUMT00000527923.1|FGD5-AS1-207|FGD5-AS1|1916|",0,0,1,0,0,0
"ENST00000417835.1|ENSG00000225733.6|OTTHUMG00000155555.3|OTTHUMT00000340626.1|FGD5-AS1-201|FGD5-AS1|1630|",0,0,1,0,0,0
"ENST00000616960.4|ENSG00000274840.4|OTTHUMG00000189276.1|-|RP11-320G10.1-002|RP11-320G10.1|339|",0,0,1,0,0,0
"ENST00000620754.4|ENSG00000228791.8|OTTHUMG00000155683.7|OTTHUMT00000475968.1|THRB-AS1-207|THRB-AS1|260|",0,0,1,0,0,0
"ENST00000610876.4|ENSG00000228791.8|OTTHUMG00000155683.7|OTTHUMT00000475969.1|THRB-AS1-206|THRB-AS1|311|",0,0,1,0,0,0
"ENST00000356047.4|ENSG00000235493.2|OTTHUMG00000155651.2|OTTHUMT00000340997.2|LINC01967-201|LINC01967|781|",1,0,1,1,0,0
"ENST00000627080.2|ENSG00000232354.8|OTTHUMG00000156181.5|OTTHUMT00000481461.1|VIPR1-AS1-224|VIPR1-AS1|385|",0,0,1,0,0,0
"ENST00000479631.5|ENSG00000285539.1|OTTHUMG00000133046.4|OTTHUMT00000343631.1|RP4-613B23.6-002|RP4-613B23.6|568|",0,0,1,0,0,0
"ENST00000496027.5|ENSG00000285539.1|OTTHUMG00000133046.4|OTTHUMT00000343637.1|RP4-613B23.6-001|RP4-613B23.6|386|",0,0,1,1,0,0
"ENST00000625589.2|ENSG00000235288.3|OTTHUMG00000156432.2|OTTHUMT00000481467.1|RP11-70C1.3-003|RP11-70C1.3|539|",0,0,1,1,0,0
"ENST00000487368.4|ENSG00000273328.5|OTTHUMG00000189111.1|OTTHUMT00000478829.1|RP11-141M3.6-001|RP11-141M3.6|439|",0,0,1,0,0,0
"ENST00000563780.1|ENSG00000259970.1|OTTHUMG00000155919.2|OTTHUMT00000346436.1|AC099668.5-002|AC099668.5|423|",0,0,1,1,0,0
"ENST00000488257.2|ENSG00000272762.5|OTTHUMG00000161549.2|OTTHUMT00000349675.2|RP11-155D18.12-001|RP11-155D18.12|547|",1,0,1,1,0,0
"ENST00000472761.1|ENSG00000242797.3|OTTHUMG00000158379.1|OTTHUMT00000350827.1|GLYCTK-AS1-202|GLYCTK-AS1|109|",0,0,1,0,0,0
